"","Rank","Username","Score","Country","Accepted","Partial","Failed"
"511",511,"shashi93",4123,"Singapore",41,1,4
"512",512,"Shadow1",4111,"Singapore",39,5,2
"513",513,"krishnakanhaiyabasuribajaiya",4100,"Singapore",41,0,4
"514",514,"graphcoder",4065,"Singapore",37,12,7
"515",515,"ThePhantomSpectre",4060,"Singapore",40,1,1
"516",516,"yongteckrice",4050,"Singapore",40,1,7
"517",517,"kruytz",4047,"Singapore",40,2,8
"518",518,"vince",4020,"Singapore",40,1,3
"519",519,"slushiisushii",3997,"Singapore",39,3,1
"520",519,"ikeawesom",3997,"Singapore",39,2,2
"521",521,"megan010",3982.49,"Singapore",39,2,5
"522",522,"thelegendary08",3941,"Singapore",38,4,0
"523",523,"ArnabM",3928,"Singapore",38,2,2
"524",524,"aaargh",3906,"Singapore",36,12,1
"525",525,"Denzio321",3905,"Singapore",37,5,8
"526",526,"Beanhead",3900,"Singapore",39,0,5
"527",526,"kkai",3900,"Singapore",39,0,0
"528",528,"justin271828",3879,"Singapore",37,5,8
"529",529,"itchydeez",3863,"Singapore",38,2,8
"530",530,"Clonemax2008",3859,"Singapore",36,8,24
"531",531,"Kenniene",3854,"Singapore",38,2,3
"532",532,"VNHbest",3839,"Singapore",37,5,6
"533",533,"limzuwan",3833,"Singapore",38,1,7
"534",534,"lczm",3820,"Singapore",38,1,5
"535",534,"n00bie1004",3820,"India",38,1,0
"536",536,"NotAHumanPerson",3809,"Singapore",35,7,6
"537",537,"spidermancoolboy",3794,"Singapore",36,7,5
"538",538,"briyanii",3780,"Singapore",37,2,5
"539",539,"igupta",3760,"Singapore",36,3,2
"540",540,"Wilson",3749.72,"Singapore",32,14,22
"541",541,"TheRoundRoads",3749,"Singapore",29,22,6
"542",542,"simonfalke",3731.41,"Singapore",35,7,6
"543",543,"Thecoder3281f",3730,"Singapore",36,5,7
"544",544,"lohyuchen",3728,"Singapore",37,1,3
"545",544,"peteghiv",3728,"Singapore",34,16,2
"546",546,"bobbychangy",3725,"Singapore",37,1,6
"547",547,"Tutle",3719,"Singapore",37,1,3
"548",548,"CKCodeBreaker55",3700,"Singapore",37,0,2
"549",548,"limmengshin",3700,"Singapore",37,0,1
"550",550,"NikhilK",3681,"Singapore",36,4,3
"551",551,"sawzedong",3669,"Singapore",36,3,1
"552",552,"Xenux",3654,"N/A",34,6,5
"553",553,"hutianle",3650,"Singapore",35,5,11
"554",554,"Broompositive",3644,"Singapore",36,4,1
"555",555,"ZacharyTan2010",3643.44,"Singapore",35,4,6
"556",556,"traineeb2Z0Lm92aC9Kdzln",3610,"Singapore",36,1,1
"557",557,"Cookie",3605,"Singapore",32,8,1
"558",558,"OWWHED",3600,"Singapore",36,0,3
"559",558,"nelaggy",3600,"Singapore",36,0,1
"560",560,"aley",3596,"Singapore",35,3,1
"561",561,"Blerargh",3586,"Singapore",35,1,4
"562",562,"1010",3585,"Singapore",35,6,5
"563",563,"highdelao",3570,"Singapore",34,5,6
"564",564,"manuu",3515,"Indonesia",33,4,3
"565",565,"fishandpringles",3502,"Singapore",34,2,3
"566",566,"Xuran",3494,"Singapore",33,3,2
"567",567,"Catornado",3490.33,"Singapore",33,4,7
"568",568,"caydenc",3468.95,"Singapore",33,2,6
"569",569,"yuyouyou032",3462,"Singapore",32,6,9
"570",570,"Kaushik",3452,"Singapore",34,2,6
"571",571,"CastyLoz17",3440.14,"Singapore",33,3,3
"572",572,"gunnnnnnnnnnnn",3438.23,"Singapore",32,7,9
"573",573,"neogaoen2007",3435,"Singapore",34,1,3
"574",574,"AdamAdnan1C",3431,"Singapore",34,2,5
"575",575,"Celest",3424,"Singapore",31,8,9
"576",576,"Enderpotato",3420,"Singapore",34,1,3
"577",577,"SoInstant",3400,"Singapore",34,0,1
"578",578,"dayeetmaster",3390.69,"Singapore",32,6,3
"579",579,"drewmtr",3365,"Singapore",32,9,11
"580",580,"fastantic",3353.5,"Singapore",32,4,1
"581",581,"Elaine",3350,"Singapore",33,2,2
"582",582,"Gatastol2",3349,"Singapore",33,2,2
"583",583,"Yifei1234",3321,"Singapore",33,2,6
"584",584,"Shadowsocks",3317,"Singapore",28,12,3
"585",585,"Water",3309,"Singapore",32,3,2
"586",586,"deuterium",3300,"Singapore",33,0,4
"587",586,"buboscandiacus",3300,"Singapore",33,0,0
"588",586,"BhavayGoyal",3300,"India",33,0,0
"589",586,"AKEevee",3300,"Singapore",33,0,0
"590",590,"PoPularPlusPlus",3285,"India",31,4,2
"591",591,"NamMan",3280,"Singapore",32,2,1
"592",592,"ishneet77",3278,"Singapore",32,3,6
"593",592,"hacizadal",3278,"Azerbaijan",32,3,3
"594",594,"cokeaholic07",3266,"Singapore",31,3,0
"595",595,"Thomas",3250,"Singapore",32,1,9
"596",596,"komalagreffen",3241,"Indonesia",30,6,4
"597",597,"jethrochai",3238,"Singapore",32,2,2
"598",598,"Ctjh",3233,"Singapore",32,1,8
"599",599,"Casper",3229,"Singapore",31,3,10
"600",600,"TheStranger",3220,"Singapore",32,2,5
"601",601,"Zera",3212.35,"Singapore",32,2,7
"602",602,"easttt",3211,"Singapore",32,1,0
"603",603,"hackerman123",3208,"Singapore",32,1,2
"604",604,"meowmeow",3201,"Singapore",28,11,15
"605",605,"Hiya123",3200,"Singapore",32,0,2
"606",605,"Damen",3200,"Singapore",32,0,0
"607",607,"ZenTan",3155,"Singapore",31,3,3
"608",608,"Um",3147.3,"Singapore",30,5,14
"609",609,"infinitymehs",3146,"Singapore",31,2,2
"610",610,"riptide",3127,"Singapore",30,2,0
"611",611,"Batigol",3108,"Singapore",30,4,3
"612",612,"noob41",3100,"Singapore",31,0,9
"613",612,"mth4z",3100,"Singapore",31,0,1
"614",612,"GWC2724",3100,"Singapore",31,0,0
"615",615,"votesac",3098.51,"Singapore",30,2,3
"616",616,"artemis",3092,"Singapore",29,3,0
"617",617,"MintTea",3083,"Singapore",30,4,2
"618",618,"AJ00",3078.01,"India",27,10,2
"619",619,"oneytlam2",3070,"Singapore",29,4,4
"620",619,"laurenpak",3070,"Singapore",28,8,14
"621",621,"ztmj",3066,"Singapore",29,5,20
"622",622,"Ys",3064,"Singapore",30,3,6
"623",623,"Maskaphobia",3062.94,"Singapore",30,2,6
"624",624,"Wheezycantcode",3040,"Singapore",30,1,5
"625",625,"pythonPerfectionist",3030,"Singapore",29,3,5
"626",626,"kongqy",3029,"Singapore",29,5,8
"627",627,"peaceknight05",3020,"Singapore",30,1,1
"628",628,"neohaojun",3016,"Singapore",28,8,8
"629",629,"johnny12345",3013,"Singapore",29,3,3
"630",630,"chinesewarcriminal",3000,"Singapore",30,0,6
"631",630,"LinelyQwert",3000,"Singapore",30,0,4
"632",630,"quackquack",3000,"Singapore",30,0,2
"633",630,"Enigma",3000,"Singapore",30,0,2
"634",630,"Liewwc",3000,"Singapore",30,0,0
"635",635,"nipunattri1234",2994,"India",29,3,3
"636",636,"saayan007",2993,"India",27,8,2
"637",637,"xiaotong",2987,"Singapore",27,6,8
"638",638,"kumo",2986,"Singapore",28,7,6
"639",639,"ILBBBM",2957.01,"Singapore",29,4,8
"640",640,"Soysauce",2955.02,"Singapore",28,5,1
"641",641,"tristan",2955,"Singapore",29,2,6
"642",642,"currypotato",2951,"Singapore",29,2,4
"643",643,"Rediteral",2942,"Singapore",28,4,5
"644",644,"Caoxizhen",2925,"Singapore",29,1,6
"645",645,"later",2924,"Singapore",29,1,4
"646",646,"Dexsy",2920,"India",29,1,2
"647",647,"aqualicious14",2919,"Singapore",28,5,6
"648",648,"chinmayajha",2909,"India",25,10,5
"649",649,"z",2905,"Singapore",27,5,5
"650",650,"ansellee",2904,"Singapore",28,4,5
"651",651,"ash15khng",2900,"Singapore",29,0,4
"652",651,"xiaoqiwang04",2900,"Singapore",29,0,3
"653",651,"asdiml",2900,"Singapore",29,0,0
"654",654,"chelseac",2899,"Singapore",28,2,2
"655",655,"桜沢 墨",2896,"Singapore",27,4,1
"656",656,"elesis",2880,"India",28,1,1
"657",657,"CatGod",2864,"Singapore",28,2,2
"658",658,"wezmaster",2849,"Singapore",26,6,21
"659",659,"will",2847,"Singapore",28,1,0
"660",660,"tiramisuprata",2830,"Singapore",28,2,1
"661",660,"adammmamammamamamaamamam",2830,"Singapore",28,1,3
"662",662,"Mashulyong",2826,"Singapore",27,5,6
"663",663,"rubyred",2820,"Singapore",27,3,4
"664",664,"Akshat369",2815,"India",25,8,2
"665",665,"dexterjest",2812,"Singapore",28,1,0
"666",666,"huajun",2800,"Singapore",28,0,1
"667",666,"cbhbylzh816312025",2800,"Singapore",28,0,1
"668",668,"kierawr",2755,"Singapore",27,1,5
"669",669,"rhea61",2725,"Singapore",27,1,0
"670",670,"tacticalnerd",2720,"Singapore",27,1,9
"671",670,"smjleo",2720,"Singapore",26,3,2
"672",672,"bensonlzl",2715,"Singapore",26,2,6
"673",673,"firestormJ",2700,"Singapore",27,0,3
"674",673,"Isabel123",2700,"Singapore",27,0,3
"675",673,"Emily",2700,"Singapore",27,0,1
"676",676,"mentcletan",2677,"Singapore",25,6,10
"677",677,"pr0coder",2672,"India",26,1,0
"678",678,"JamesPearman",2671,"Singapore",25,5,13
"679",679,"ChrisKoh669",2669,"Singapore",26,1,10
"680",680,"28yhewe974h",2661,"Singapore",24,4,5
"681",681,"dodgydog",2644,"Singapore",25,5,4
"682",682,"crystell",2634,"Singapore",26,1,1
"683",683,"XiYangYang",2631,"Singapore",24,8,10
"684",684,"DPHB",2626,"Singapore",25,6,9
"685",685,"tch1001",2608,"Singapore",25,2,0
"686",686,"zjaelynx",2600,"Singapore",26,0,5
"687",686,"gyuekang",2600,"Singapore",26,0,4
"688",686,"Starknight",2600,"Singapore",26,0,3
"689",686,"minyin",2600,"Singapore",26,0,1
"690",690,"Bye",2598,"Singapore",25,1,2
"691",691,"iamfishgiver",2584,"Singapore",25,3,7
"692",691,"aa24codebreaker",2584,"Singapore",25,3,7
"693",693,"xy",2576.98,"Singapore",24,3,2
"694",694,"wehh",2576,"Singapore",25,4,4
"695",695,"gyrados06",2571.28,"Singapore",25,1,1
"696",696,"totallynix",2559.06,"Singapore",25,3,1
"697",697,"theBlackMissile",2540,"Singapore",24,3,4
"698",698,"Christoph",2533.61,"Singapore",23,4,5
"699",699,"tessa135",2530,"Singapore",25,1,3
"700",699,"Chaos",2530,"Singapore",25,1,2
"701",699,"Yash34",2530,"Singapore",23,7,23
"702",702,"MelodyPS",2525,"Singapore",25,1,3
"703",703,"Anders",2500,"Singapore",25,0,7
"704",703,"caando",2500,"Singapore",25,0,2
"705",703,"RAyhahh",2500,"Singapore",25,0,2
"706",703,"jian",2500,"Singapore",25,0,1
"707",703,"carrot0310",2500,"Singapore",25,0,0
"708",703,"Pavan1000",2500,"Singapore",25,0,0
"709",709,"InMuchPain",2494,"Singapore",24,3,3
"710",710,"Zhr",2472,"Singapore",23,4,3
"711",711,"DraSlayer",2470,"Singapore",24,3,3
"712",712,"Slayer555",2451,"Singapore",24,1,3
"713",713,"yuanbin",2450,"Singapore",24,1,1
"714",714,"Dlcx",2449,"Singapore",23,2,3
"715",715,"loverin",2444,"Singapore",24,2,2
"716",716,"MLudakaF",2430,"Indonesia",24,1,0
"717",717,"Scy070218",2420,"Singapore",24,1,2
"718",718,"akthepro47",2415,"Singapore",24,2,7
"719",719,"Aum",2414,"Singapore",23,2,5
"720",720,"siqideng09",2412,"Singapore",24,1,6
"721",720,"RichieRich",2412,"Singapore",23,4,3
"722",722,"boomphcoding",2411,"Singapore",24,1,0
"723",723,"QL",2403,"Singapore",23,2,3
"724",724,"eqweqweqeeeeeeeeeee",2400.74,"Singapore",22,3,4
"725",725,"Pranav",2400,"Singapore",24,0,5
"726",725,"Keiram09",2400,"Singapore",24,0,4
"727",725,"YockKang",2400,"Singapore",24,0,2
"728",725,"TngShihAn",2400,"Singapore",24,0,2
"729",725,"braven",2400,"Singapore",24,0,1
"730",725,"Yu0",2400,"Viet Nam",24,0,1
"731",725,"Chudamani",2400,"Singapore",24,0,1
"732",725,"Ttrio",2400,"Singapore",24,0,0
"733",725,"Flowtives",2400,"Singapore",24,0,0
"734",725,"Chipz",2400,"Singapore",24,0,0
"735",735,"ngano4na",2392,"Philippines",23,4,1
"736",735,"Keevan19",2392,"Singapore",22,7,6
"737",737,"Ambystoma",2381,"Singapore",23,2,0
"738",738,"inventiontime",2377,"India",23,3,1
"739",739,"yeehaw",2371,"Singapore",23,1,0
"740",740,"antoine",2343,"Singapore",22,4,2
"741",741,"Andrew",2334,"Singapore",23,1,1
"742",742,"DogEgg",2323,"Singapore",22,2,4
"743",743,"fruitsyk",2320,"Singapore",23,1,1
"744",744,"davidlow",2310,"Singapore",23,1,4
"745",745,"ndtz",2305,"Singapore",23,1,0
"746",746,"shashwat",2300,"Singapore",23,0,5
"747",746,"carycaryicar",2300,"Singapore",23,0,1
"748",746,"ooixs",2300,"Singapore",23,0,0
"749",746,"dakingwawin",2300,"Singapore",23,0,0
"750",750,"potatohunter",2297,"Singapore",21,5,1
"751",751,"MohamadAniq",2284,"Singapore",22,4,13
"752",752,"LegiboY",2264,"Singapore",20,8,3
"753",753,"unnatisinghania",2260,"India",22,2,2
"754",754,"NashNas",2256,"Singapore",20,7,10
"755",755,"Wenyu05",2250,"Singapore",22,2,2
"756",756,"Mineshafter61",2244.51,"Singapore",22,1,0
"757",757,"cfcreeper9000",2230,"Singapore",22,1,1
"758",758,"Hoang",2223,"Singapore",22,2,2
"759",759,"zteuQ",2220,"Singapore",22,1,4
"760",759,"Ubis",2220,"Singapore",22,1,1
"761",759,"Ivan",2220,"Singapore",22,1,0
"762",762,"Skyblur7",2211,"Singapore",22,1,0
"763",763,"emyz",2207,"Singapore",20,5,8
"764",764,"thelusidian",2201,"Singapore",22,1,5
"765",765,"jonathanmarp",2200,"Indonesia",22,0,3
"766",765,"Bryan",2200,"Singapore",22,0,2
"767",765,"ArikLegend",2200,"Singapore",22,0,2
"768",765,"mihir",2200,"India",22,0,1
"769",765,"Sia",2200,"Singapore",22,0,1
"770",765,"jameschan",2200,"Singapore",22,0,0
"771",771,"ChronoVortex",2198,"Singapore",21,3,2
"772",772,"trinhduyminh",2181,"N/A",20,8,12
"773",773,"HOG86244",2162,"Singapore",20,6,14
"774",774,"synh",2158,"Singapore",20,2,1
"775",775,"afriizaalll",2149,"Indonesia",21,2,4
"776",776,"ptpopo",2145,"Singapore",20,5,2
"777",777,"qwqful",2144,"Singapore",20,8,13
"778",778,"friedcircuits177",2140,"Singapore",21,1,2
"779",779,"Remus",2139,"Singapore",21,2,9
"780",780,"Shizhan",2137,"Singapore",21,1,12
"781",781,"BlueTM",2121,"Singapore",20,3,4
"782",782,"christal",2100,"Singapore",21,0,8
"783",782,"emergenitro",2100,"Singapore",21,0,4
"784",782,"aksharam",2100,"Singapore",21,0,4
"785",782,"aihibo",2100,"Singapore",21,0,4
"786",782,"yashgupta7337",2100,"India",21,0,1
"787",782,"angelahaha",2100,"Singapore",21,0,1
"788",782,"spongiforma",2100,"Singapore",21,0,0
"789",782,"ryelin",2100,"Singapore",21,0,0
"790",782,"JerryH",2100,"Singapore",21,0,0
"791",791,"uselesstrash",2096,"Singapore",19,5,4
"792",792,"SharpnessChipped",2089,"Singapore",18,5,7
"793",793,"wzhci11",2084.06,"Singapore",20,2,8
"794",794,"hihihi",2079,"Singapore",20,1,3
"795",795,"Naman1312",2067,"India",19,3,1
"796",796,"lukedin13542",2061,"Singapore",20,3,8
"797",797,"Tez",2060.63,"Singapore",20,2,4
"798",798,"waffles1823",2047,"Singapore",18,5,5
"799",799,"playiprobro",2038.28,"Singapore",19,4,5
"800",800,"ipoposg",2033,"Singapore",20,1,7
"801",801,"3lvian",2031,"Singapore",20,2,5
"802",802,"elol",2027,"Singapore",19,5,6
"803",803,"Nexus",2026,"Indonesia",20,1,0
"804",804,"SZD101",2021,"Singapore",20,1,1
"805",805,"isabella",2020,"Singapore",20,1,5
"806",805,"lz",2020,"Singapore",20,1,1
"807",807,"cheeheng",2017,"Singapore",17,7,2
"808",808,"deepdapy",2012,"Singapore",20,1,1
"809",809,"Qxhb3",2009,"Singapore",19,2,2
"810",810,"adarshkb",2006,"India",20,1,0
"811",811,"ljx1608",2005,"Singapore",19,3,2
"812",812,"tomi",2000,"Singapore",20,0,2
"813",812,"sussygoose",2000,"Singapore",20,0,2
"814",812,"nivay210",2000,"Singapore",20,0,2
"815",812,"hailice",2000,"Singapore",20,0,2
"816",812,"ZiErn",2000,"Singapore",20,0,1
"817",812,"Lavadragon071",2000,"Singapore",20,0,1
"818",812,"CheeseAndBread",2000,"Singapore",20,0,1
"819",812,"ilovepythonandhatecplusplus",2000,"Singapore",20,0,0
"820",812,"annabellelee",2000,"Singapore",20,0,0
"821",812,"WW",2000,"Singapore",20,0,0
"822",822,"AccountName",1993.36,"Singapore",17,7,5
"823",823,"P0lterg3ist",1990,"Singapore",19,3,12
"824",824,"CjSidharth",1989,"India",19,4,5
"825",825,"TchallaCo",1986,"India",19,6,2
"826",826,"tahp",1984,"N/A",19,2,1
"827",826,"Codula",1984,"India",18,4,3
"828",828,"samvar0907",1974,"India",18,6,4
"829",829,"acktron",1967,"India",19,1,1
"830",830,"zhangcj",1966.44,"Singapore",18,3,2
"831",831,"foo",1965.01,"Singapore",19,3,1
"832",832,"minhxinh",1951,"N/A",19,2,2
"833",833,"claire",1950,"Singapore",19,2,4
"834",833,"seanLim",1950,"Singapore",18,5,8
"835",835,"Dynonychus",1946.88,"India",15,13,3
"836",836,"Coffee",1946,"Malaysia",18,4,6
"837",837,"dooweidde",1945,"Singapore",19,2,1
"838",838,"Fries",1940,"Singapore",19,2,0
"839",838,"RandomCtfNoob",1940,"Singapore",19,1,5
"840",838,"StarSparrowFox",1940,"Singapore",19,1,0
"841",841,"Galaxy",1923,"Singapore",19,1,2
"842",842,"testing",1910,"Singapore",18,2,1
"843",843,"DihydrogenMonoxide",1906,"Singapore",18,5,1
"844",844,"dl2704",1903,"Singapore",19,1,5
"845",845,"211368e",1900,"N/A",19,0,5
"846",845,"JingLin",1900,"Singapore",19,0,4
"847",845,"RICPSuscomm23",1900,"Singapore",19,0,3
"848",845,"sac",1900,"Singapore",19,0,2
"849",845,"desmondwillow",1900,"India",19,0,1
"850",845,"solvemaster123",1900,"Singapore",19,0,0
"851",845,"aureliony",1900,"Singapore",19,0,0
"852",845,"Xinlan",1900,"Singapore",19,0,0
"853",845,"DeezNutz",1900,"Singapore",19,0,0
"854",845,"CCJK",1900,"Singapore",19,0,0
"855",855,"shuleizhou",1881,"Singapore",18,3,0
"856",855,"mj05",1881,"Singapore",18,2,1
"857",857,"M8twkC0d1ng",1880,"Singapore",18,2,0
"858",858,"Juvertuder",1878,"Singapore",18,3,4
"859",859,"LiyanaADSS",1875,"Singapore",18,3,5
"860",860,"Lavadragon",1850,"Singapore",18,2,3
"861",860,"Ningja",1850,"Singapore",18,2,2
"862",860,"Kjj511",1850,"Singapore",18,1,0
"863",863,"phaustinola",1846,"Philippines",15,11,5
"864",864,"hnin",1845,"Singapore",17,4,2
"865",865,"phontoof",1832,"Singapore",18,2,2
"866",866,"Forsteri",1830,"Singapore",18,1,0
"867",866,"o0oNotGXYo0o",1830,"Singapore",17,4,5
"868",866,"Xrider100",1830,"Singapore",16,10,9
"869",869,"Minhanh",1829,"Singapore",17,5,0
"870",870,"Jellyfish",1820,"Singapore",18,1,6
"871",870,"chengaa",1820,"Singapore",18,1,5
"872",872,"felixaniverseesaw",1800,"Singapore",18,0,8
"873",872,"BokChong09",1800,"Singapore",18,0,5
"874",872,"bribri",1800,"N/A",18,0,4
"875",872,"TDSHSalvador",1800,"Indonesia",18,0,3
"876",872,"JK13",1800,"Singapore",18,0,3
"877",872,"pen",1800,"Singapore",18,0,1
"878",872,"owl10124",1800,"Singapore",18,0,1
"879",872,"DamienLai",1800,"Singapore",18,0,1
"880",872,"srenitree1601",1800,"Singapore",18,0,0
"881",872,"Reality1001",1800,"Singapore",18,0,0
"882",872,"MrsSandman",1800,"Nigeria",18,0,0
"883",872,"Aarush1000",1800,"Singapore",18,0,0
"884",884,"KY19",1799,"Singapore",17,2,4
"885",885,"ryoori",1797,"Singapore",14,20,11
"886",886,"reignofterror",1795,"Singapore",17,1,2
"887",887,"proter1132",1765,"Singapore",17,2,3
"888",888,"nushwangmengyao",1763,"Singapore",17,2,5
"889",889,"FundayStrike",1761,"Singapore",14,12,12
"890",890,"mjh",1750,"Singapore",17,1,3
"891",890,"bngybongybrd",1750,"Singapore",17,1,0
"892",890,"akj3010",1750,"Singapore",17,1,0
"893",893,"claby2",1746,"Singapore",17,1,1
"894",894,"zakurosoda",1745,"Singapore",17,2,0
"895",895,"cap",1738,"Singapore",17,1,2
"896",896,"infraredflames",1730,"Singapore",17,1,5
"897",896,"Aathithya",1730,"Singapore",17,1,3
"898",896,"limrs",1730,"Singapore",17,1,1
"899",896,"N251",1730,"Singapore",17,1,1
"900",900,"potatotomatobanana",1723,"Singapore",17,1,0
"901",901,"TNHWw",1720,"Singapore",17,1,4
"902",901,"arnav2004",1720,"India",16,2,1
"903",903,"Arwanthugshaker",1717,"Niger",17,2,1
"904",904,"looikhandrew9",1713,"Singapore",16,3,4
"905",905,"mxj",1712,"Singapore",16,4,1
"906",906,"p41nt",1711,"India",16,4,2
"907",907,"joxi",1701,"Singapore",16,3,3
"908",908,"Mischa",1700,"Singapore",17,0,2
"909",908,"Hydro",1700,"Singapore",17,0,2
"910",908,"HelloMhing",1700,"Singapore",17,0,2
"911",908,"CodeElvinn",1700,"Azerbaijan",17,0,2
"912",908,"tomatofrog0w0",1700,"Singapore",17,0,1
"913",908,"nishuz",1700,"India",17,0,1
"914",908,"SioHuang",1700,"Singapore",17,0,1
"915",908,"qizao",1700,"Singapore",17,0,0
"916",908,"Peprfish",1700,"Singapore",17,0,0
"917",908,"Kushagra",1700,"India",17,0,0
"918",908,"Johndes",1700,"Singapore",17,0,0
"919",919,"fueh",1675,"Singapore",16,5,8
"920",920,"DANIE4588E",1647,"Singapore",16,2,4
"921",921,"ecitcarp11",1635,"India",16,1,1
"922",922,"Robotzfive",1630,"Singapore",16,1,2
"923",923,"viincent",1623,"Singapore",15,6,9
"924",924,"baobaocar",1622,"Singapore",16,2,4
"925",925,"boi26",1620,"Singapore",16,1,2
"926",925,"taqtru",1620,"Singapore",16,1,1
"927",925,"victroweee",1620,"Singapore",16,1,0
"928",928,"Baryiscool",1618,"Singapore",16,1,0
"929",929,"Khydroxide",1617,"Singapore",15,4,1
"930",930,"clarara187",1614,"Singapore",15,4,5
"931",931,"r3io4mf",1603,"Singapore",16,1,4
"932",932,"tenpo",1600,"Singapore",16,0,8
"933",932,"Vengaence",1600,"Singapore",16,0,5
"934",932,"hypo",1600,"Singapore",16,0,4
"935",932,"fathurwithyou",1600,"Indonesia",16,0,2
"936",932,"clueless",1600,"Singapore",16,0,2
"937",932,"qurw",1600,"Singapore",16,0,1
"938",932,"o1lim",1600,"Singapore",16,0,1
"939",932,"MartinDavyJones",1600,"Singapore",16,0,1
"940",932,"kashsinghal",1600,"Singapore",16,0,0
"941",932,"jungleman",1600,"Singapore",16,0,0
"942",932,"astrohiro",1600,"Albania",16,0,0
"943",932,"Curiocodeexplorer",1600,"Singapore",16,0,0
"944",932,"BleachCatThatRobbedMickeyMouse",1600,"India",16,0,0
"945",945,"naomi",1580,"Singapore",15,2,4
"946",945,"radityaID",1580,"Singapore",15,1,3
"947",947,"wuenjia1",1564,"Singapore",15,3,1
"948",948,"gwynnnnnnn",1542,"Singapore",15,2,12
"949",949,"Armweak",1540,"Singapore",15,2,3
"950",950,"xxxxx2763",1533,"Singapore",14,3,0
"951",951,"stardancer76",1531.9,"Singapore",15,2,0
"952",952,"Sarah",1530,"Singapore",15,1,2
"953",953,"KanavKarmakar",1520,"Singapore",15,1,1
"954",954,"siang",1516,"Singapore",14,2,2
"955",955,"joshua2152",1503,"Singapore",14,3,5
"956",956,"ArpanJha",1502.43,"India",14,4,3
"957",957,"junrrr",1500,"Singapore",15,0,5
"958",957,"ayankarimova",1500,"Azerbaijan",15,0,2
"959",957,"TacticalPawn",1500,"Singapore",15,0,2
"960",957,"Atom",1500,"Singapore",15,0,2
"961",957,"CelineQuek",1500,"Singapore",15,0,1
"962",957,"1maxa",1500,"Singapore",15,0,1
"963",957,"therevenger",1500,"Thailand",15,0,0
"964",957,"koudayao27",1500,"Singapore",15,0,0
"965",957,"jonellaaa",1500,"Singapore",15,0,0
"966",957,"Uoelpc",1500,"Singapore",15,0,0
"967",957,"Rafael",1500,"Singapore",15,0,0
"968",957,"Minjia",1500,"Singapore",15,0,0
"969",957,"Alexis10",1500,"Singapore",15,0,0
"970",970,"oneytlam",1494,"Singapore",14,6,7
"971",971,"mannshah1211",1479,"India",12,6,1
"972",972,"ShShSh",1475.47,"Singapore",14,6,16
"973",973,"IsUcKLiKe",1470,"Singapore",14,2,3
"974",974,"senkyte",1460,"Singapore",14,2,3
"975",975,"cdr08",1459,"Singapore",13,4,2
"976",976,"omsincoconut",1455,"Thailand",14,2,0
"977",977,"PaNic",1454,"Indonesia",13,3,1
"978",978,"haikalrfli",1450,"Indonesia",14,2,6
"979",979,"gammang",1447,"Singapore",14,1,0
"980",980,"pvpwarrior",1446,"India",14,1,1
"981",981,"Khai",1442,"Singapore",13,3,4
"982",982,"12458",1430,"Singapore",14,1,0
"983",983,"melonat",1420.31,"Singapore",14,1,2
"984",984,"jasmine",1420,"Singapore",14,1,3
"985",984,"LittleR",1420,"Singapore",14,1,1
"986",986,"rence1712",1419,"Singapore",14,1,2
"987",987,"Sologene",1411,"Singapore",13,3,3
"988",988,"Ryler",1410,"Singapore",14,1,4
"989",988,"codetodev",1410,"Singapore",13,3,3
"990",990,"Chickennugget",1400,"Singapore",14,0,4
"991",990,"KKYH246",1400,"Singapore",14,0,3
"992",990,"griuehiruhigero",1400,"Virgin Islands, British",14,0,2
"993",990,"XYD",1400,"Singapore",14,0,2
"994",990,"Shaur0108",1400,"Singapore",14,0,2
"995",990,"Batman",1400,"Singapore",14,0,2
"996",990,"jingjie",1400,"Singapore",14,0,1
"997",990,"invisiblestrxng",1400,"Singapore",14,0,1
"998",990,"iluvnoob",1400,"Singapore",14,0,1
"999",990,"YII1719",1400,"Singapore",14,0,1
"1000",990,"XY",1400,"Singapore",14,0,1
"1001",990,"Dana",1400,"Singapore",14,0,1
"1002",990,"Astronite",1400,"Singapore",14,0,1
"1003",990,"pinglynn",1400,"Singapore",14,0,0
"1004",990,"mandychew",1400,"Singapore",14,0,0
"1005",990,"kushurox",1400,"India",14,0,0
"1006",990,"devonne",1400,"Singapore",14,0,0
"1007",990,"brianfanchelsea",1400,"Singapore",14,0,0
"1008",990,"Yr",1400,"Singapore",14,0,0
"1009",990,"TheDreamer",1400,"Singapore",14,0,0
"1010",990,"Dannyboy",1400,"Singapore",14,0,0
"1011",1011,"vedants1905",1381,"India",13,2,1
"1012",1012,"scottlv95",1380,"Singapore",13,1,1
"1013",1012,"kiid",1380,"Singapore",13,1,0
"1014",1014,"simps",1374,"Singapore",13,2,2
"1015",1015,"Pushkaraj",1370,"Singapore",13,2,3
"1016",1016,"phaustin0",1363,"Singapore",13,2,3
"1017",1017,"purpleblackferret",1357,"India",13,1,0
"1018",1018,"jpalayoor",1353,"Singapore",13,4,3
"1019",1019,"Caysson",1352,"Singapore",13,2,0
"1020",1020,"leniux",1350,"Singapore",13,1,4
"1021",1020,"aldenleezr",1350,"Singapore",13,1,2
"1022",1022,"PothePanda",1346,"Singapore",13,1,0
"1023",1023,"Nigelee77",1343,"Singapore",13,2,6
"1024",1024,"pwned",1339,"Philippines",11,9,1
"1025",1025,"dvd",1337,"Singapore",11,7,3
